,Unnamed: 0,area_m2,floor,num_floors,num_rooms,author,housing_fund,children,pets,y,balcony,condition,bathroom,region,city,street_name,zone_type,dist_to_center
1148,1148,55.0,3,6,2,agency,primary,yes,no,650.0,1,individual,1,centru,Chisinau,Ciuflea,central,1.237855815371132
1149,1149,60.0,1,4,2,private,primary,yes,no,600.0,0,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
1150,1150,48.0,3,9,1,agency,primary,yes,no,700.0,1,modern,1,centru,Chisinau,Ciuflea,central,1.237855815371132
1151,1151,70.0,7,10,2,agency,primary,yes,yes,750.0,0,modern,1,centru,Chisinau,Gheorghe,central,1.699888915322141
1152,1152,55.0,7,11,1,agency,primary,yes,yes,750.0,0,modern,1,centru,Chisinau,Albisoara,central,6.0
1153,1153,40.0,3,11,1,agency,primary,yes,yes,400.0,1,modern,1,botanica,Chisinau,Independentei,central,3.473231882894152
1154,1154,63.0,12,19,1,agency,primary,yes,yes,700.0,0,individual,1,centru,Chisinau,Bogdan,central,3.924482926351163
1155,1155,70.0,6,9,2,agency,primary,yes,no,750.0,0,modern,1,botanica,Chisinau,Mesterul,central,1.7812556326885571
1156,1156,110.0,3,8,2,agency,primary,yes,yes,1500.0,1,individual,2,telecentru,Chisinau,Mitropolit,periphery,3.022515128105024
1157,1157,100.0,5,9,3,agency,primary,yes,no,900.0,0,modern,1,botanica,Chisinau,Valea,central,3.133096583962342
1158,1158,64.0,5,9,2,agency,primary,yes,yes,830.0,1,modern,1,centru,Chisinau,Valea,central,3.133096583962342
1159,1159,55.0,5,13,1,agency,primary,yes,yes,700.0,1,individual,1,rascani,Chisinau,Nicolae,central,3.262732774666745
1160,1160,61.0,2,8,1,agency,primary,yes,yes,830.0,0,individual,1,centru,Chisinau,Avram,central,1.5145945315405118
1161,1161,95.0,11,11,3,agency,primary,yes,yes,1500.0,1,individual,2,buiucani,Chisinau,Nicolae,central,3.262732774666745
1162,1162,61.0,3,10,2,agency,primary,yes,yes,500.0,1,modern,1,rascani,Chisinau,Andrei,central,3.9691677554186366
1163,1163,55.0,3,15,1,agency,primary,yes,no,750.0,1,modern,1,centru,Chisinau,Stefan,central,3.2023113943454087
1164,1164,58.0,1,4,2,private,primary,yes,no,600.0,0,modern,1,centru,Chisinau,Cramei,central,3.731836923073306
1165,1165,75.0,1,9,3,private,secondary,yes,no,250.0,1,individual,2,ciocana,Chisinau,Stefan,central,3.2023113943454087
1166,1166,50.0,9,10,2,agency,secondary,yes,no,420.0,0,modern,2,ciocana,Chisinau,Alexandr,central,3.1319178146844364
1167,1167,73.0,4,20,3,agency,primary,yes,no,900.0,0,modern,1,centru,Chisinau,Bogdan,central,3.924482926351163
1168,1168,50.0,8,12,1,agency,primary,yes,no,450.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
1169,1169,84.0,7,9,2,agency,primary,yes,no,1500.0,0,modern,1,botanica,Chisinau,Trandafirilor,central,2.258308061229285
1170,1170,18.0,5,5,1,private,secondary,no,no,200.0,0,modern,1,botanica,Chisinau,Independentei,central,3.473231882894152
1171,1171,74.0,5,10,2,agency,primary,no,no,450.0,0,modern,1,ciocana,Chisinau,Nicolae,central,3.262732774666745
1172,1172,70.0,7,9,3,private,secondary,yes,no,400.0,0,modern,1,centru,Chisinau,Alexandru,central,3.2023113943454087
1173,1173,60.0,2,7,2,agency,primary,yes,no,800.0,1,modern,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
1174,1174,80.0,3,9,3,agency,secondary,yes,no,350.0,2,individual,2,telecentru,Chisinau,Nicolae,periphery,3.262732774666745
1175,1175,90.0,2,7,3,agency,secondary,yes,no,400.0,1,individual,2,centru,Chisinau,Mitropolit,central,3.022515128105024
1176,1176,100.0,4,4,3,agency,secondary,yes,no,1000.0,1,modern,2,buiucani,Chisinau,Mihai,central,2.6940681841953014
1177,1177,60.0,2,9,2,agency,primary,yes,no,650.0,0,modern,1,rascani,Chisinau,Mihai,central,2.6940681841953014
1178,1178,58.0,8,10,2,agency,primary,yes,no,600.0,1,modern,1,centru,Chisinau,Sfintul,central,7.103808042274128
1179,1179,60.0,2,8,1,agency,primary,yes,no,1100.0,1,modern,1,centru,Chisinau,Alessandro,central,2.1094089259840394
1180,1180,83.0,3,10,2,agency,primary,yes,no,1300.0,1,modern,1,centru,Chisinau,Constantin,central,1.3139694193863054
1181,1181,95.0,7,8,3,agency,primary,yes,no,450.0,2,modern,1,telecentru,Chisinau,Sucevita,periphery,18.81724959935208
1182,1182,62.0,4,8,2,agency,primary,yes,no,700.0,0,modern,1,centru,Chisinau,Avram,central,1.5145945315405118
1183,1183,50.0,7,14,1,agency,primary,yes,no,450.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
1184,1184,85.0,7,10,2,agency,primary,yes,no,1000.0,1,modern,1,centru,Chisinau,Piata,central,8.823304766578863
1185,1185,65.0,9,14,1,agency,primary,yes,no,450.0,0,modern,1,ciocana,Chisinau,Ciocana,central,3.459261860784362
1186,1186,200.0,7,8,4,agency,primary,yes,no,1500.0,1,modern,2,centru,Chisinau,Pan,central,3.76921531566265
1187,1187,54.0,7,15,2,agency,primary,yes,no,900.0,0,modern,1,centru,Chisinau,Ciuflea,central,1.237855815371132
1188,1188,75.0,8,15,3,agency,primary,yes,no,1100.0,0,modern,1,centru,Chisinau,Ciuflea,central,1.237855815371132
1189,1189,80.0,3,7,3,agency,primary,yes,no,1000.0,0,modern,1,rascani,Chisinau,Nicolae,central,3.262732774666745
1190,1190,75.0,9,9,2,agency,primary,yes,no,1000.0,0,modern,1,centru,Chisinau,Vorniceni,central,0.4667019586779196
1191,1191,63.0,9,18,3,agency,primary,yes,no,650.0,0,modern,2,centru,Chisinau,Bogdan,central,3.924482926351163
1192,1192,40.0,2,2,1,agency,secondary,yes,no,200.0,0,modern,1,veche,Chisinau,Alexandru,central,3.2023113943454087
1193,1193,35.0,7,9,1,agency,secondary,no,no,260.0,0,modern,1,botanica,Chisinau,Mihail,central,2.99590750748185
1194,1194,64.0,7,10,3,agency,primary,yes,no,400.0,0,modern,1,telecentru,Chisinau,Nikolai,periphery,3.022515128105024
1195,1195,72.0,12,13,2,private,primary,no,no,850.0,1,modern,1,ciocana,Chisinau,Ginta,central,2.8778282047176087
1196,1196,60.0,6,12,2,agency,primary,yes,no,750.0,0,modern,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
1197,1197,120.0,8,8,3,agency,primary,yes,no,1500.0,2,modern,2,centru,Chisinau,Alessandro,central,2.1094089259840394
1198,1198,42.0,3,9,1,agency,primary,yes,no,300.0,1,modern,1,buiucani,Chisinau,Bucuresti,central,2.845910853208243
1199,1199,28.0,3,9,1,agency,secondary,yes,no,200.0,1,individual,1,centru,Chisinau,Mesterul,central,1.7812556326885571
1200,1200,85.0,8,8,3,private,primary,yes,yes,1200.0,0,modern,1,centru,Chisinau,Alexandru,central,3.2023113943454087
1201,1201,60.0,5,9,2,private,secondary,yes,no,300.0,1,modern,1,telecentru,Chisinau,Bulgara,periphery,1.7786506341815371
1202,1202,73.0,8,13,3,agency,primary,no,no,1000.0,2,modern,1,rascani,Chisinau,Vasile,central,4.693246145072489
1203,1203,60.0,2,5,2,agency,secondary,no,no,500.0,0,modern,1,centru,Chisinau,Alecu,central,3.7573326342791855
1204,1204,80.0,8,9,3,agency,secondary,no,no,350.0,2,modern,2,centru,Chisinau,Albisoara,central,6.0
1205,1205,56.0,7,19,2,agency,primary,no,no,1000.0,0,modern,1,centru,Chisinau,Bogdan,central,3.924482926351163
1206,1206,57.0,2,6,3,agency,primary,yes,no,350.0,0,modern,1,durlesti,Chisinau,Tudor,periphery,3.135450314553256
1207,1207,80.0,12,14,3,agency,primary,no,no,1500.0,1,modern,2,centru,Chisinau,Columna,central,4.434859094165724
1208,1208,160.0,1,3,4,agency,primary,no,no,700.0,1,modern,2,telecentru,Chisinau,Bucuresti,periphery,2.845910853208243
1209,1209,83.0,9,15,3,agency,primary,no,no,1500.0,1,modern,2,rascani,Chisinau,Bogdan,central,3.924482926351163
1210,1210,40.0,9,10,1,private,primary,no,no,300.0,1,modern,1,telecentru,Chisinau,Gheorghe,periphery,1.699888915322141
1211,1211,56.0,4,5,2,private,secondary,no,no,272.0,1,modern,1,centru,Chisinau,Vasili,central,3.5081191504699207
1212,1212,130.0,4,15,3,agency,primary,yes,yes,1350.0,2,modern,2,botanica,Chisinau,Liviu,central,8.433322683428162
1213,1213,80.0,7,12,3,agency,primary,yes,no,700.0,0,modern,1,botanica,Chisinau,Hristo,central,2.68560341378761
1214,1214,40.0,4,9,1,agency,secondary,yes,no,350.0,1,modern,1,botanica,Chisinau,Burebista,central,12.762548626789066
1215,1215,55.0,7,10,1,agency,primary,yes,no,450.0,1,modern,1,centru,Chisinau,Vasile,central,4.693246145072489
1216,1216,70.0,2,15,2,private,primary,yes,no,1400.0,2,individual,2,centru,Chisinau,Valea,central,3.133096583962342
1217,1217,45.0,1,2,1,private,primary,yes,no,200.0,0,modern,1,telecentru,Chisinau,Mihail,periphery,2.99590750748185
1218,1218,50.0,2,8,2,agency,primary,yes,no,450.0,0,modern,1,centru,Chisinau,Valea,central,3.133096583962342
1219,1219,96.0,5,11,2,agency,primary,yes,no,800.0,0,modern,1,botanica,Chisinau,Nicolae,central,3.262732774666745
1220,1220,30.0,1,1,1,private,secondary,no,no,200.0,0,individual,1,telecentru,Chisinau,Lacului,periphery,3.003078180735396
1221,1221,50.0,4,9,1,agency,primary,yes,no,450.0,1,modern,1,ciocana,Chisinau,Suceava,central,6.085744657270654
1222,1222,50.0,2,10,2,agency,primary,yes,no,500.0,1,modern,1,centru,Chisinau,Valea,central,3.133096583962342
1223,1223,50.0,1,8,1,agency,primary,yes,no,400.0,1,modern,1,centru,Chisinau,Piata,central,8.823304766578863
1224,1224,70.0,9,16,3,agency,primary,yes,no,1500.0,1,modern,2,rascani,Chisinau,Bogdan,central,3.924482926351163
1225,1225,80.0,3,10,2,agency,primary,yes,no,450.0,2,modern,2,botanica,Chisinau,Gheorghe,central,1.699888915322141
1226,1226,60.0,5,5,2,agency,primary,yes,no,400.0,0,modern,1,buiucani,Chisinau,Calea,central,2.563872447853333
1227,1227,37.0,11,16,1,private,secondary,yes,no,320.0,1,individual,1,centru,Chisinau,Ismail,central,1.5491726324305075
1228,1228,75.0,3,5,2,agency,secondary,yes,no,500.0,0,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
1229,1229,65.0,3,10,2,agency,primary,yes,no,400.0,1,modern,1,veche,Chisinau,Ceucari,central,6.331017401803221
1230,1230,135.0,15,15,3,agency,primary,yes,no,1500.0,1,modern,2,botanica,Chisinau,Bogdan,central,3.924482926351163
1231,1231,100.0,10,11,2,agency,primary,yes,no,1500.0,0,modern,2,centru,Chisinau,Ismail,central,1.5491726324305075
1232,1232,60.0,7,9,1,private,primary,yes,no,450.0,2,modern,2,telecentru,Chisinau,Timisoara,periphery,5.013817090396543
1233,1233,100.0,5,7,2,agency,primary,yes,no,1000.0,1,modern,2,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
1234,1234,60.0,4,8,2,private,primary,yes,no,380.0,2,modern,1,ciocana,Chisinau,Mihail,central,2.99590750748185
1235,1235,80.0,13,14,2,agency,primary,yes,no,650.0,1,modern,1,botanica,Chisinau,Mihail,central,2.99590750748185
1236,1236,65.0,3,5,2,agency,secondary,yes,no,300.0,0,individual,2,botanica,Chisinau,Cetatea,central,1.5473659163268751
1237,1237,26.0,2,4,1,private,primary,no,no,330.0,1,individual,1,centru,Chisinau,Ginta,central,2.8778282047176087
1238,1238,75.0,7,9,3,agency,secondary,yes,no,350.0,0,modern,1,ciocana,Chisinau,Valea,central,3.133096583962342
1239,1239,48.0,5,10,1,agency,primary,no,no,400.0,1,modern,1,buiucani,Chisinau,Ion,central,4.860874124520007
1240,1240,80.0,8,12,3,agency,primary,yes,no,1500.0,2,modern,2,rascani,Chisinau,Bogdan,central,3.924482926351163
1241,1241,38.0,2,9,1,private,secondary,yes,yes,250.0,1,modern,1,buiucani,Chisinau,Liviu,central,8.433322683428162
1242,1242,78.0,7,11,2,private,primary,yes,yes,700.0,2,modern,2,centru,Chisinau,Anestiade,central,1.1781448223632147
1243,1243,87.0,5,7,3,private,primary,yes,yes,500.0,1,modern,1,centru,Chisinau,Vasile,central,4.693246145072489
1244,1244,56.0,12,14,2,private,primary,yes,no,400.0,1,individual,1,ciocana,Chisinau,Valea,central,3.133096583962342
1245,1245,58.0,4,5,2,private,secondary,yes,yes,200.0,0,modern,1,telecentru,Chisinau,Avram,periphery,1.5145945315405118
1246,1246,50.0,1,1,2,private,secondary,yes,no,350.0,0,modern,1,centru,Chisinau,Zavoiului,central,4.702381718535668
1247,1247,70.0,4,5,2,agency,secondary,yes,no,700.0,2,modern,2,rascani,Chisinau,Nicolae,central,3.262732774666745
1248,1248,50.0,2,9,2,agency,primary,yes,no,500.0,1,modern,1,buiucani,Chisinau,Nicolae,central,3.262732774666745
1249,1249,70.0,8,14,2,agency,primary,yes,no,750.0,0,modern,1,rascani,Chisinau,Sarmizegetusa,central,2.485127898535376
1250,1250,180.0,2,5,3,agency,primary,no,no,1500.0,1,modern,2,centru,Chisinau,Mihai,central,2.6940681841953014
1251,1251,100.0,3,10,3,agency,primary,yes,no,1500.0,0,modern,1,centru,Chisinau,Bulgara,central,1.7786506341815371
1252,1252,40.0,4,9,1,private,secondary,yes,no,300.0,0,modern,1,botanica,Chisinau,Decebal,central,3.5652843534445147
1253,1253,63.0,5,12,2,private,primary,yes,no,750.0,1,modern,1,rascani,Chisinau,Alecu,central,3.7573326342791855
1254,1254,65.0,3,5,3,private,secondary,yes,no,304.0,1,individual,2,rascani,Chisinau,Andrei,central,3.9691677554186366
1255,1255,67.0,2,14,2,agency,primary,yes,no,500.0,1,modern,1,buiucani,Chisinau,Ghioceilor,central,5.169326006125034
1256,1256,55.0,5,7,2,private,secondary,yes,no,490.0,1,modern,1,rascani,Chisinau,Ismail,central,1.5491726324305075
1257,1257,57.0,12,17,1,agency,primary,no,no,1000.0,1,modern,1,rascani,Chisinau,Bogdan,central,3.924482926351163
1258,1258,69.0,11,11,2,private,primary,no,no,500.0,0,modern,1,centru,Chisinau,Avram,central,1.5145945315405118
1259,1259,53.0,1,10,1,agency,primary,no,no,500.0,1,modern,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
1260,1260,62.0,2,4,1,agency,primary,yes,no,400.0,0,modern,1,botanica,Chisinau,Grenoble,central,3.68421559143802
1261,1261,35.0,3,5,1,private,secondary,yes,no,400.0,1,modern,1,centru,Chisinau,Romana,central,3.12860532433494
1262,1262,52.0,2,9,2,agency,secondary,yes,no,300.0,2,modern,1,ciocana,Chisinau,Mihail,central,2.99590750748185
1263,1263,70.0,1,6,2,private,primary,yes,no,650.0,1,modern,1,buiucani,Chisinau,Liviu,central,8.433322683428162
1264,1264,65.0,2,14,2,private,primary,yes,no,600.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
1265,1265,44.0,8,12,1,private,primary,yes,no,400.0,0,modern,1,rascani,Chisinau,Carierei,central,3.7179076835271134
1266,1266,68.0,1,1,2,agency,secondary,yes,no,500.0,0,individual,1,centru,Chisinau,Liviu,central,8.433322683428162
1267,1267,50.0,3,9,2,private,secondary,no,no,200.0,1,modern,1,telecentru,Chisinau,Independentei,periphery,3.473231882894152
1268,1268,65.0,1,5,2,agency,secondary,yes,no,500.0,0,modern,1,telecentru,Chisinau,Onisifor,periphery,3.2746566782449595
1269,1269,16.0,4,5,0,agency,secondary,no,no,200.0,0,individual,1,rascani,Chisinau,Alecu,central,3.7573326342791855
1270,1270,28.0,13,15,1,private,secondary,yes,no,200.0,0,individual,1,ciocana,Chisinau,Alessandro,central,2.1094089259840394
1271,1271,48.0,1,2,2,private,secondary,yes,no,350.0,0,modern,1,buiucani,Chisinau,Zavoiului,central,4.702381718535668
1272,1272,98.0,12,16,3,private,primary,yes,no,750.0,1,modern,2,centru,Chisinau,Nicolae,central,3.262732774666745
1273,1273,40.0,18,20,1,private,secondary,no,no,330.0,0,modern,1,botanica,Chisinau,Independentei,central,3.473231882894152
1274,1274,41.0,8,11,1,agency,primary,no,no,600.0,1,modern,1,rascani,Chisinau,Bucuresti,central,2.845910853208243
1275,1275,49.0,4,10,1,agency,primary,yes,yes,350.0,1,modern,1,codru,Chisinau,Valea,periphery,3.133096583962342
1276,1276,20.0,3,5,1,agency,secondary,no,no,200.0,0,individual,1,ciocana,Chisinau,Maria,central,3.2023113943454087
1277,1277,50.0,8,10,1,agency,primary,yes,no,700.0,0,modern,1,centru,Chisinau,Albisoara,central,6.0
1278,1278,81.0,7,16,2,agency,primary,yes,no,850.0,0,modern,1,botanica,Chisinau,Alexei,central,2.434757525188025
1279,1279,50.0,4,9,1,private,primary,yes,no,380.0,0,modern,1,ciocana,Chisinau,Moara,central,3.300931796957092
1280,1280,50.0,6,10,1,private,primary,yes,no,500.0,0,individual,1,botanica,Chisinau,Melestiu,central,1.3829235460311171
1281,1281,80.0,9,9,1,private,primary,yes,no,900.0,0,modern,1,botanica,Chisinau,Lev Tolstoi,central,1.82369710266694
1282,1282,102.0,2,5,3,agency,secondary,yes,no,700.0,1,modern,1,botanica,Chisinau,Alexandru,central,3.2023113943454087
1283,1283,80.0,13,16,3,agency,secondary,yes,no,530.0,1,modern,2,botanica,Chisinau,Tudor,central,3.135450314553256
1284,1284,22.0,1,1,1,agency,secondary,no,no,200.0,0,individual,1,centru,Chisinau,Alexei,central,2.434757525188025
1285,1285,50.0,8,10,1,agency,primary,no,no,700.0,0,modern,1,centru,Chisinau,Albisoara,central,6.0
1286,1286,72.0,5,9,2,private,primary,yes,no,330.0,1,modern,1,ciocana,Chisinau,Mihail,central,2.99590750748185
1287,1287,40.0,1,1,1,agency,secondary,yes,yes,250.0,0,modern,1,buiucani,Chisinau,Bulgara,central,1.7786506341815371
1288,1288,65.0,1,5,2,private,secondary,yes,yes,400.0,1,modern,1,buiucani,Chisinau,Vasile,central,4.693246145072489
1289,1289,40.0,1,12,1,agency,primary,yes,no,350.0,0,modern,1,botanica,Chisinau,Valea,central,3.133096583962342
1290,1290,30.0,3,3,1,private,primary,no,no,220.0,0,modern,1,botanica,Chisinau,Liuba,central,0.6824360799508673
1291,1291,25.0,3,3,1,private,primary,no,no,220.0,0,modern,1,botanica,Chisinau,Liuba,central,0.6824360799508673
1292,1292,25.0,3,3,1,private,primary,no,no,220.0,0,individual,1,botanica,Chisinau,Liuba,central,0.6824360799508673
1293,1293,60.0,3,9,2,private,secondary,yes,no,250.0,0,individual,1,centru,Chisinau,Albisoara,central,6.0
1294,1294,56.0,18,20,1,agency,primary,no,no,800.0,0,modern,1,centru,Chisinau,Bogdan,central,3.924482926351163
1295,1295,96.0,7,10,2,agency,primary,yes,no,700.0,1,modern,1,rascani,Chisinau,Ion,central,4.860874124520007
1296,1296,42.0,11,16,1,agency,primary,yes,no,390.0,0,modern,1,centru,Chisinau,Romana,central,3.12860532433494
1297,1297,95.0,8,14,3,agency,primary,yes,no,700.0,1,modern,3,ciocana,Chisinau,Alexandru,central,3.2023113943454087
1298,1298,78.0,4,15,1,agency,primary,yes,no,1000.0,1,modern,2,rascani,Chisinau,Ismail,central,1.5491726324305075
1299,1299,67.0,16,17,2,agency,primary,yes,no,1500.0,1,modern,1,rascani,Chisinau,Bogdan,central,3.924482926351163
1300,1300,146.0,7,11,4,agency,primary,yes,no,1500.0,0,modern,1,ciocana,Chisinau,Mihail,central,2.99590750748185
1301,1301,70.0,5,9,2,private,primary,yes,no,330.0,1,modern,2,ciocana,Chisinau,Mihail,central,2.99590750748185
1302,1302,52.0,8,10,1,private,primary,yes,no,470.0,0,individual,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
1303,1303,56.0,8,16,1,agency,primary,yes,no,500.0,0,modern,1,telecentru,Chisinau,Pietrarilor,periphery,4.726595494546069
1304,1304,81.0,3,3,2,private,primary,yes,yes,400.0,2,individual,1,telecentru,Chisinau,Avram,periphery,1.5145945315405118
1305,1305,32.0,4,4,1,private,primary,yes,yes,300.0,1,modern,1,rascani,Chisinau,Florilor,central,5.307152411865395
1306,1306,65.0,5,9,2,private,primary,yes,no,330.0,1,modern,2,ciocana,Chisinau,Mihail,central,2.99590750748185
1307,1307,94.0,4,4,2,agency,secondary,yes,yes,1000.0,0,modern,1,centru,Chisinau,Liviu,central,8.433322683428162
1308,1308,17.0,9,10,0,agency,secondary,yes,no,200.0,0,modern,1,botanica,Chisinau,Independentei,central,3.473231882894152
1309,1309,72.0,7,13,2,private,primary,yes,yes,1500.0,2,modern,1,rascani,Chisinau,Alexandru,central,3.2023113943454087
1310,1310,80.0,8,9,2,agency,primary,yes,no,700.0,1,modern,1,centru,Chisinau,Albisoara,central,6.0
1311,1311,33.0,3,5,1,agency,secondary,no,no,200.0,1,individual,1,centru,Chisinau,Nicolae,central,3.262732774666745
1312,1312,70.0,2,10,2,agency,primary,yes,no,800.0,0,modern,1,buiucani,Chisinau,Grigore,central,2.852854131601227
1313,1313,105.0,5,13,2,private,primary,yes,yes,1500.0,0,modern,2,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
1314,1314,45.0,2,5,2,private,secondary,yes,no,410.0,1,modern,1,rascani,Chisinau,Mesterul,central,1.7812556326885571
1315,1315,62.0,9,11,2,private,primary,yes,no,600.0,0,modern,1,rascani,Chisinau,Calea,central,2.563872447853333
1316,1316,38.0,2,5,1,private,secondary,yes,no,350.0,1,individual,1,buiucani,Chisinau,Ion,central,4.860874124520007
1317,1317,85.0,3,14,2,private,primary,yes,yes,1500.0,0,individual,1,rascani,Chisinau,Liuba,central,0.6824360799508673
1318,1318,64.0,5,9,2,agency,primary,yes,no,950.0,0,modern,1,botanica,Chisinau,Valea,central,3.133096583962342
1319,1319,60.0,6,12,1,agency,primary,yes,no,550.0,1,modern,1,centru,Chisinau,Pietrarilor,central,4.726595494546069
1320,1320,70.0,5,9,2,agency,primary,yes,no,650.0,1,modern,2,rascani,Chisinau,Matei,central,5.046911194929589
1321,1321,43.0,2,10,1,private,primary,yes,no,320.0,0,modern,1,rascani,Chisinau,Florarii,central,2.371739021693805
1322,1322,45.0,1,11,1,private,primary,yes,no,350.0,0,modern,1,botanica,Chisinau,Valea,central,3.133096583962342
1323,1323,50.0,7,10,1,private,primary,no,no,700.0,0,modern,2,centru,Chisinau,Albisoara,central,6.0
1324,1324,70.0,10,16,1,agency,primary,yes,yes,1100.0,0,modern,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
1325,1325,72.0,5,12,2,agency,primary,yes,no,1000.0,0,modern,1,botanica,Chisinau,Iazului,central,6.517384074634402
1326,1326,112.0,8,10,3,agency,primary,yes,no,950.0,1,modern,2,rascani,Chisinau,Andrei,central,3.9691677554186366
1327,1327,90.0,3,5,3,agency,primary,yes,no,1500.0,1,modern,2,rascani,Chisinau,Spartacus,central,3.4367004229584275
1328,1328,100.0,6,15,3,agency,primary,yes,no,1350.0,0,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
1329,1329,75.0,2,9,2,agency,primary,yes,no,500.0,0,modern,2,rascani,Chisinau,Florarii,central,2.371739021693805
1330,1330,70.0,8,12,2,agency,primary,yes,no,1000.0,0,modern,2,botanica,Chisinau,Lev Tolstoi,central,1.82369710266694
1331,1331,18.0,4,5,1,agency,secondary,no,no,200.0,0,modern,1,botanica,Chisinau,Belgrad,central,2.6838359015433
1332,1332,70.0,7,14,2,agency,primary,yes,no,550.0,2,modern,1,rascani,Chisinau,Alecu,central,3.7573326342791855
1333,1333,60.0,2,4,2,agency,primary,yes,no,430.0,0,modern,1,botanica,Chisinau,Cetatea,central,1.5473659163268751
1334,1334,102.0,11,12,2,agency,primary,yes,no,1500.0,0,modern,2,centru,Chisinau,Ciuflea,central,1.237855815371132
1335,1335,100.0,2,14,3,agency,primary,yes,no,600.0,1,modern,1,centru,Chisinau,Valea,central,3.133096583962342
1336,1336,85.0,7,7,3,agency,primary,yes,no,1000.0,0,modern,1,centru,Chisinau,31,central,6.542239833918318
1337,1337,60.0,2,10,1,agency,primary,no,no,800.0,0,modern,1,botanica,Chisinau,Vorniceni,central,0.4667019586779196
1338,1338,48.0,3,16,1,agency,primary,yes,no,450.0,1,modern,1,centru,Chisinau,Albisoara,central,6.0
1339,1339,50.0,5,9,2,private,secondary,no,no,300.0,1,individual,2,botanica,Chisinau,Sofiei,central,6.0
1340,1340,51.0,1,4,1,private,primary,yes,no,1500.0,0,modern,1,centru,Chisinau,Columna,central,4.434859094165724
1341,1341,72.0,6,9,3,private,secondary,yes,no,250.0,2,individual,2,buiucani,Chisinau,Nicolae,central,3.262732774666745
1342,1342,50.0,2,10,1,private,primary,yes,no,380.0,1,modern,1,telecentru,Chisinau,Nicolae,periphery,3.262732774666745
1343,1343,72.0,1,5,3,agency,primary,no,no,1100.0,0,modern,1,centru,Chisinau,Vasile,central,4.693246145072489
1344,1344,35.0,3,5,1,agency,secondary,yes,no,255.0,1,modern,1,botanica,Chisinau,Busuiocesti,central,2.513642777990849
1345,1345,87.0,9,12,2,agency,primary,yes,no,700.0,2,modern,1,botanica,Chisinau,Tudor,central,3.135450314553256
1346,1346,77.0,5,9,2,private,primary,yes,no,480.0,0,modern,1,botanica,Chisinau,Carierei,central,3.7179076835271134
1347,1347,60.0,4,9,2,agency,primary,yes,no,750.0,1,modern,1,buiucani,Chisinau,Onisifor,central,3.2746566782449595
1348,1348,51.0,6,9,2,private,secondary,yes,no,250.0,0,modern,2,ciocana,Chisinau,Grenoble,central,3.68421559143802
1349,1349,30.0,9,9,1,private,secondary,no,no,250.0,0,individual,1,veche,Chisinau,Calea,central,2.563872447853333
1350,1350,70.0,1,5,3,private,secondary,no,no,200.0,0,individual,1,rascani,Chisinau,Nicolae,central,3.262732774666745
1351,1351,55.0,3,5,2,private,secondary,yes,no,300.0,0,modern,1,centru,Chisinau,Vasile,central,4.693246145072489
1352,1352,87.0,6,12,3,private,primary,yes,no,670.0,0,modern,1,ciocana,Chisinau,Alexandru,central,3.2023113943454087
1353,1353,100.0,5,9,3,private,primary,yes,no,900.0,1,modern,1,centru,Chisinau,Valea,central,3.133096583962342
1354,1354,82.0,4,5,2,private,primary,yes,no,200.0,1,individual,2,botanica,Chisinau,Botanica,central,5.812202525238274
1355,1355,65.0,4,8,2,agency,primary,yes,no,550.0,1,modern,1,centru,Chisinau,Armeneasca,central,2.7215158920263494
1356,1356,55.0,3,5,2,private,secondary,yes,no,350.0,0,modern,1,centru,Chisinau,Igor,central,4.769583000822252
1357,1357,80.0,5,10,3,agency,primary,yes,no,750.0,0,modern,1,botanica,Chisinau,Bogdan,central,3.924482926351163
1358,1358,87.0,6,12,3,private,primary,yes,no,700.0,1,modern,1,ciocana,Chisinau,Nicolae,central,3.262732774666745
1359,1359,90.0,2,2,3,private,secondary,yes,yes,300.0,0,modern,1,telecentru,Chisinau,Valea,periphery,3.133096583962342
1360,1360,87.0,6,12,3,private,primary,yes,no,700.0,0,modern,1,ciocana,Chisinau,Cetatea,central,1.5473659163268751
1361,1361,44.0,5,10,1,private,primary,yes,no,350.0,0,modern,1,botanica,Chisinau,Nicolae,central,3.262732774666745
1362,1362,70.0,15,15,2,agency,primary,yes,no,700.0,0,modern,1,telecentru,Chisinau,Gheorghe,periphery,1.699888915322141
1363,1363,12.0,3,9,0,private,secondary,no,no,200.0,0,individual,1,centru,Chisinau,Albisoara,central,6.0
1364,1364,30.0,5,9,1,private,secondary,no,no,220.0,0,individual,1,ciocana,Chisinau,Petru,central,3.018564007128305
1365,1365,65.0,2,14,2,private,primary,yes,no,600.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
