,Unnamed: 0,area_m2,floor,num_floors,num_rooms,author,housing_fund,children,pets,y,balcony,condition,bathroom,region,city,street_name,zone_type,dist_to_center
2600,2600,65.0,6,10,2,private,primary,yes,no,320.0,1,modern,1,ciocana,Chisinau,Ion,central,4.860874124520007
2601,2601,30.0,2,5,1,agency,secondary,no,no,200.0,0,individual,1,centru,Chisinau,Columna,central,4.434859094165724
2602,2602,41.0,4,9,1,agency,secondary,yes,yes,350.0,1,modern,2,ciocana,Chisinau,Nicolae,central,3.262732774666745
2603,2603,22.0,3,5,0,agency,secondary,yes,no,200.0,0,individual,1,centru,Chisinau,Columna,central,4.434859094165724
2604,2604,74.0,2,11,2,agency,primary,yes,no,400.0,1,modern,1,ciocana,Chisinau,Nicolae,central,3.262732774666745
2605,2605,85.0,8,8,2,agency,primary,yes,yes,1250.0,2,modern,1,centru,Chisinau,31,central,6.542239833918318
2606,2606,55.0,8,10,2,agency,primary,yes,no,650.0,0,modern,2,botanica,Chisinau,Vorniceni,central,0.4667019586779196
2607,2607,48.0,2,12,1,private,primary,yes,no,600.0,1,modern,1,ciocana,Chisinau,Mihail,central,2.99590750748185
2608,2608,55.0,5,10,1,agency,primary,no,no,650.0,0,individual,1,centru,Chisinau,Albisoara,central,6.0
2609,2609,31.0,3,5,1,agency,secondary,yes,no,200.0,0,individual,1,rascani,Chisinau,Studentilor,central,5.534573971455514
2610,2610,60.0,7,11,1,agency,primary,yes,no,650.0,0,individual,1,centru,Chisinau,Sfatul,central,3.619904809023734
2611,2611,41.0,7,14,1,agency,primary,yes,no,350.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
2612,2612,60.0,1,5,2,private,secondary,yes,no,280.0,0,individual,1,botanica,Chisinau,Cetatea,central,1.5473659163268751
2613,2613,26.0,4,5,1,agency,secondary,yes,no,200.0,1,individual,1,centru,Chisinau,Nicolae,central,3.262732774666745
2614,2614,60.0,3,7,2,agency,secondary,yes,no,250.0,1,individual,1,veche,Chisinau,Socoleni,central,5.854959253616124
2615,2615,30.0,9,9,1,private,secondary,no,no,350.0,0,modern,1,centru,Chisinau,Albisoara,periphery,6.0
2616,2616,62.0,2,11,2,private,primary,yes,yes,600.0,1,modern,1,buiucani,Chisinau,Ion,central,4.860874124520007
2617,2617,51.0,3,9,2,private,secondary,no,no,280.0,1,modern,1,ciocana,Chisinau,Igor,central,4.769583000822252
2618,2618,40.0,2,9,1,private,secondary,no,no,400.0,1,modern,1,centru,Chisinau,Albisoara,central,6.0
2619,2619,21.0,4,5,1,agency,secondary,no,no,200.0,0,individual,1,ciocana,Chisinau,Maria,central,3.2023113943454087
2620,2620,80.0,6,13,2,agency,primary,yes,no,1200.0,0,modern,1,centru,Chisinau,Ciuflea,central,1.237855815371132
2621,2621,46.0,5,13,1,private,primary,no,no,650.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
2622,2622,55.0,2,12,1,private,primary,yes,no,500.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
2623,2623,55.0,5,13,1,agency,primary,yes,yes,700.0,1,modern,1,rascani,Chisinau,Nicolae,central,3.262732774666745
2624,2624,50.0,3,16,2,agency,primary,yes,no,700.0,0,modern,1,rascani,Chisinau,Bogdan,central,3.924482926351163
2625,2625,18.0,2,5,0,agency,secondary,no,no,200.0,0,individual,1,centru,Chisinau,Nicolae,central,3.262732774666745
2626,2626,52.0,2,7,2,private,primary,yes,yes,400.0,0,individual,1,botanica,Chisinau,Simion,central,4.129304202160845
2627,2627,50.0,3,15,2,agency,primary,yes,no,1200.0,0,modern,2,centru,Chisinau,Nicolae,central,3.262732774666745
2628,2628,17.0,4,5,0,agency,secondary,no,no,200.0,0,individual,1,ciocana,Chisinau,Maria,central,3.2023113943454087
2629,2629,82.0,3,9,3,agency,secondary,yes,no,800.0,2,modern,1,ciocana,Chisinau,Mihail,central,2.99590750748185
2630,2630,50.0,3,5,2,private,secondary,yes,yes,350.0,0,individual,1,rascani,Chisinau,Nicolae,central,3.262732774666745
2631,2631,45.0,3,10,1,agency,primary,yes,no,200.0,0,modern,1,telecentru,Chisinau,Grenoble,periphery,3.68421559143802
2632,2632,46.0,3,10,1,private,primary,yes,no,380.0,0,modern,1,buiucani,Chisinau,Ion,central,4.860874124520007
2633,2633,80.0,3,7,2,agency,primary,yes,yes,1500.0,1,modern,1,centru,Chisinau,Pan,central,3.76921531566265
2634,2634,22.0,3,9,1,agency,secondary,no,no,200.0,1,individual,1,ciocana,Chisinau,Nicolae,central,3.262732774666745
2635,2635,50.0,6,12,1,agency,primary,yes,no,350.0,0,modern,1,botanica,Chisinau,Nicolae,central,3.262732774666745
2636,2636,30.0,4,5,1,private,secondary,no,no,400.0,0,modern,1,botanica,Chisinau,Pandurilor,central,1.6212629150174749
2637,2637,25.0,1,1,1,private,secondary,yes,yes,200.0,0,individual,1,rascani,Chisinau,Vadul,central,18.52813727342484
2638,2638,54.0,7,9,2,private,secondary,yes,no,360.0,1,modern,1,ciocana,Chisinau,Petru,central,3.018564007128305
2639,2639,57.0,3,17,1,agency,primary,yes,no,800.0,1,modern,1,rascani,Chisinau,Bogdan,central,3.924482926351163
2640,2640,52.0,8,10,2,agency,secondary,yes,yes,330.0,0,individual,1,ciocana,Chisinau,Mihail,central,2.99590750748185
2641,2641,75.0,10,10,3,private,secondary,no,no,200.0,0,individual,1,ciocana,Chisinau,Petru,central,3.018564007128305
2642,2642,75.0,Penthouse,15,2,agency,primary,yes,yes,700.0,1,modern,1,telecentru,Chisinau,Pietrarilor,periphery,4.726595494546069
2643,2643,39.0,3,11,1,private,primary,yes,no,400.0,0,individual,1,centru,Chisinau,Nicolae,central,3.262732774666745
2644,2644,75.0,2,5,2,agency,primary,yes,no,500.0,1,individual,1,buiucani,Chisinau,Vasile,central,4.693246145072489
2645,2645,70.0,3,6,2,agency,primary,yes,no,550.0,1,modern,1,centru,Chisinau,Armeneasca,central,2.7215158920263494
2646,2646,90.0,7,9,2,agency,primary,yes,no,800.0,1,modern,2,botanica,Chisinau,Valea,central,3.133096583962342
2647,2647,48.0,11,14,1,private,primary,yes,no,550.0,0,modern,1,telecentru,Chisinau,Nicolae,periphery,3.262732774666745
2648,2648,18.0,2,5,0,agency,secondary,no,no,200.0,1,individual,1,rascani,Chisinau,Matei,central,5.046911194929589
2649,2649,60.0,1,6,2,agency,primary,yes,no,350.0,2,modern,2,botanica,Chisinau,Cetatea,central,1.5473659163268751
2650,2650,30.0,3,3,1,private,primary,yes,yes,250.0,0,individual,1,centru,Chisinau,Camenita,central,1.537381824698177
2651,2651,25.0,6,10,1,agency,secondary,yes,no,200.0,1,individual,1,centru,Chisinau,Romana,central,3.12860532433494
2652,2652,100.0,5,9,4,agency,primary,yes,no,800.0,1,modern,2,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
2653,2653,20.0,2,5,1,agency,secondary,no,no,200.0,1,individual,1,botanica,Chisinau,Trandafirilor,central,2.258308061229285
2654,2654,75.0,2,5,2,agency,primary,yes,yes,500.0,1,individual,1,buiucani,Chisinau,Cornului,central,5.159787236716968
2655,2655,18.0,3,9,0,agency,secondary,yes,no,200.0,1,individual,1,centru,Chisinau,Nicolae,central,3.262732774666745
2656,2656,50.0,14,14,1,agency,secondary,yes,no,500.0,0,modern,1,botanica,Chisinau,Nicolae,central,3.262732774666745
2657,2657,41.0,1,12,1,private,secondary,yes,no,320.0,1,individual,1,centru,Chisinau,Nicolae,central,3.262732774666745
2658,2658,20.0,4,5,1,private,secondary,no,no,300.0,0,modern,1,botanica,Chisinau,Pandurilor,central,1.6212629150174749
2659,2659,66.0,9,10,3,private,secondary,yes,no,200.0,1,individual,1,botanica,Chisinau,Independentei,central,3.473231882894152
2660,2660,30.0,4,4,1,private,secondary,no,no,300.0,0,modern,1,botanica,Chisinau,Pandurilor,central,1.6212629150174749
2661,2661,39.0,4,22,1,agency,secondary,yes,no,350.0,1,individual,1,rascani,Chisinau,Igor,central,4.769583000822252
2662,2662,58.0,2,4,1,private,primary,yes,yes,498.0,2,modern,1,centru,Chisinau,Carierei,central,3.7179076835271134
2663,2663,52.0,9,9,2,private,secondary,yes,no,330.0,1,modern,1,telecentru,Chisinau,Grenoble,periphery,3.68421559143802
2664,2664,30.0,1,1,1,agency,secondary,yes,no,200.0,1,individual,1,botanica,Chisinau,Cetatea,central,1.5473659163268751
2665,2665,50.0,13,16,1,private,primary,yes,no,350.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
2666,2666,40.0,2,10,1,agency,primary,no,no,450.0,0,modern,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
2667,2667,71.0,8,9,2,agency,primary,yes,no,750.0,0,modern,1,buiucani,Chisinau,Ghioceilor,central,5.169326006125034
2668,2668,45.0,12,20,1,agency,primary,yes,no,550.0,0,modern,1,centru,Chisinau,Bogdan,central,3.924482926351163
2669,2669,50.0,3,9,2,private,secondary,yes,no,350.0,1,modern,1,centru,Chisinau,Cahul,central,2.353632393302296
2670,2670,27.0,2,9,1,agency,secondary,no,no,200.0,1,individual,1,ciocana,Chisinau,Petru,central,3.018564007128305
2671,2671,80.0,2,12,3,agency,primary,yes,no,750.0,1,modern,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
2672,2672,117.0,4,9,3,agency,primary,yes,no,1000.0,1,modern,1,telecentru,Chisinau,Grenoble,periphery,3.68421559143802
2673,2673,63.0,12,19,2,private,primary,yes,no,700.0,0,individual,1,centru,Chisinau,Bogdan,central,3.924482926351163
2674,2674,28.0,2,9,0,agency,secondary,yes,no,200.0,0,individual,1,centru,Chisinau,Ismail,central,1.5491726324305075
2675,2675,30.0,4,1,1,private,secondary,no,no,320.0,1,modern,1,botanica,Chisinau,Pandurilor,central,1.6212629150174749
2676,2676,26.0,3,5,1,agency,secondary,yes,no,200.0,1,individual,1,ciocana,Chisinau,Alecu,central,3.7573326342791855
2677,2677,67.0,9,13,2,agency,primary,yes,no,750.0,0,individual,1,centru,Chisinau,Alexandr,central,3.1319178146844364
2678,2678,30.0,9,9,1,private,secondary,no,no,350.0,0,modern,1,telecentru,Chisinau,Grenoble,periphery,3.68421559143802
2679,2679,40.0,12,16,1,agency,primary,no,no,320.0,0,individual,1,ciocana,Chisinau,Nicolae,central,3.262732774666745
2680,2680,55.0,6,16,1,agency,primary,yes,no,520.0,1,modern,1,rascani,Chisinau,Florilor,central,5.307152411865395
2681,2681,50.0,7,9,1,private,primary,yes,no,550.0,1,modern,1,centru,Chisinau,Albisoara,central,6.0
2682,2682,72.0,11,16,2,agency,primary,yes,no,1000.0,0,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
2683,2683,63.0,4,15,2,agency,primary,yes,no,700.0,0,modern,1,centru,Chisinau,Bogdan,central,3.924482926351163
2684,2684,120.0,3,6,3,agency,primary,yes,no,1500.0,1,modern,2,centru,Chisinau,Tighina,central,1.6216702674130197
2685,2685,28.0,2,2,1,private,secondary,no,yes,250.0,0,individual,1,rascani,Chisinau,Matei,central,5.046911194929589
2686,2686,32.0,1,12,1,private,primary,yes,yes,430.0,0,modern,1,telecentru,Chisinau,Grenoble,periphery,3.68421559143802
2687,2687,60.0,3,5,3,private,secondary,yes,no,200.0,1,individual,1,botanica,Chisinau,Nicolae,central,3.262732774666745
2688,2688,28.0,4,5,1,agency,secondary,yes,no,200.0,0,individual,1,telecentru,Chisinau,Vasili,periphery,3.5081191504699207
2689,2689,75.0,1,5,3,private,secondary,yes,no,380.0,1,modern,1,buiucani,Chisinau,Suceava,central,6.085744657270654
2690,2690,50.0,2,6,2,private,primary,no,no,300.0,0,modern,1,ciocana,Chisinau,Nicolae,central,3.262732774666745
2691,2691,150.0,4,4,3,agency,primary,yes,no,1500.0,1,individual,2,centru,Chisinau,Columna,central,4.434859094165724
2692,2692,104.0,6,8,3,agency,primary,yes,no,1500.0,0,individual,2,centru,Chisinau,Mitropolitul,central,6.0
2693,2693,40.0,3,7,2,private,primary,no,no,300.0,1,modern,2,veche,Chisinau,Constructorilor,central,4.330285956292471
2694,2694,80.0,6,12,2,agency,primary,yes,no,550.0,1,modern,1,botanica,Chisinau,Botanica,central,5.812202525238274
2695,2695,75.0,1,10,2,agency,primary,yes,yes,400.0,0,modern,1,centru,Chisinau,Tecuci,central,0.804775893797553
2696,2696,56.0,2,10,2,agency,secondary,yes,no,700.0,0,modern,1,rascani,Chisinau,Nicolae,central,3.262732774666745
2697,2697,55.0,7,9,2,private,secondary,yes,no,350.0,1,modern,2,ciocana,Chisinau,Petru,central,3.018564007128305
2698,2698,80.0,6,7,2,agency,primary,yes,no,550.0,1,modern,2,centru,Chisinau,Mitropolitul,central,6.0
2699,2699,21.0,2,5,0,private,secondary,no,no,200.0,0,individual,1,buiucani,Chisinau,Ion,central,4.860874124520007
2700,2700,45.0,15,16,1,private,secondary,yes,no,350.0,1,modern,1,centru,Chisinau,Ismail,central,1.5491726324305075
2701,2701,51.0,3,11,1,agency,primary,no,no,500.0,0,modern,1,centru,Chisinau,Avram,central,1.5145945315405118
2702,2702,78.0,2,11,2,private,primary,yes,no,380.0,1,individual,1,rascani,Chisinau,Studentilor,central,5.534573971455514
2703,2703,70.0,2,10,2,agency,primary,yes,yes,1200.0,0,individual,1,centru,Chisinau,Tricolorului,central,3.132375289114449
2704,2704,55.0,5,10,1,agency,primary,yes,yes,900.0,0,individual,1,centru,Chisinau,Tricolorului,central,3.132375289114449
2705,2705,50.0,9,11,1,private,primary,yes,yes,400.0,1,individual,1,ciocana,Chisinau,Mihail,central,2.99590750748185
2706,2706,22.0,4,5,1,agency,secondary,no,no,200.0,1,individual,1,centru,Chisinau,Alexandr,central,3.1319178146844364
2707,2707,100.0,10,13,2,agency,primary,yes,no,650.0,1,modern,2,centru,Chisinau,Ismail,central,1.5491726324305075
2708,2708,110.0,3,9,3,private,primary,yes,no,1500.0,0,modern,2,centru,Chisinau,Pan,central,3.76921531566265
2709,2709,60.0,2,9,2,private,secondary,yes,no,275.0,0,individual,1,botanica,Chisinau,Valea,central,3.133096583962342
2710,2710,110.0,6,9,3,agency,primary,yes,no,850.0,2,individual,2,centru,Chisinau,Mitropolitul,central,6.0
2711,2711,28.0,4,6,1,agency,secondary,no,no,200.0,1,individual,1,centru,Chisinau,Alexei,central,2.434757525188025
2712,2712,56.0,4,9,2,private,secondary,no,no,200.0,2,individual,1,ciocana,Chisinau,Alecu,central,3.7573326342791855
2713,2713,26.0,3,5,1,agency,secondary,no,no,200.0,1,individual,1,centru,Chisinau,Mihai,central,2.6940681841953014
2714,2714,65.0,5,8,3,agency,primary,yes,no,700.0,0,individual,1,centru,Chisinau,Constantin,central,1.3139694193863054
2715,2715,60.0,11,12,1,agency,primary,yes,no,600.0,0,individual,1,centru,Chisinau,Constantin,central,1.3139694193863054
2716,2716,18.0,3,5,1,agency,secondary,no,no,200.0,0,individual,1,botanica,Chisinau,Sarmizegetusa,central,2.485127898535376
2717,2717,50.0,8,9,2,private,secondary,yes,no,200.0,0,individual,1,ciocana,Chisinau,Alecu,central,3.7573326342791855
2718,2718,40.0,1,5,2,private,secondary,yes,no,400.0,0,individual,1,rascani,Chisinau,Nicolae,central,3.262732774666745
2719,2719,70.0,4,5,0,private,secondary,no,no,200.0,1,individual,1,rascani,Chisinau,Matei,central,5.046911194929589
2720,2720,114.0,6,9,2,agency,primary,yes,no,1500.0,1,individual,2,centru,Chisinau,Mitropolitul,central,6.0
2721,2721,100.0,6,13,3,agency,primary,yes,no,1400.0,1,individual,2,centru,Chisinau,Bucuresti,central,2.845910853208243
2722,2722,55.0,4,9,2,private,primary,yes,no,600.0,0,individual,1,botanica,Chisinau,Independentei,central,3.473231882894152
2723,2723,100.0,1,2,4,private,secondary,yes,no,700.0,1,individual,3,centru,Chisinau,Ioan,central,3.507651491541186
2724,2724,100.0,5,9,3,agency,primary,yes,no,900.0,1,modern,2,botanica,Chisinau,Valea,central,3.133096583962342
2725,2725,70.0,6,12,1,agency,primary,yes,no,700.0,1,individual,1,rascani,Chisinau,Nadejda,central,3.529000098649761
2726,2726,70.0,3,6,2,agency,primary,yes,no,550.0,0,individual,1,centru,Chisinau,Cojocarilor,central,2.065843603191177
2727,2727,55.0,5,8,1,agency,primary,no,no,700.0,0,individual,1,rascani,Chisinau,Pietrariei,central,8.129403523963532
2728,2728,20.0,6,10,0,agency,secondary,yes,no,200.0,1,individual,1,centru,Chisinau,Ismail,central,1.5491726324305075
2729,2729,138.0,6,8,3,agency,primary,yes,no,1500.0,0,modern,2,centru,Chisinau,Eugen,central,5.296313020300842
2730,2730,70.0,10,12,2,private,primary,yes,no,450.0,0,individual,1,botanica,Chisinau,Grenoble,central,3.68421559143802
2731,2731,28.0,3,5,1,agency,secondary,yes,no,200.0,1,individual,1,rascani,Chisinau,Miron,central,4.376873914265608
2732,2732,51.0,3,11,1,private,primary,no,no,500.0,0,modern,1,centru,Chisinau,Avram,central,1.5145945315405118
2733,2733,69.0,4,9,3,private,secondary,yes,no,300.0,0,individual,1,ciocana,Chisinau,Petru,central,3.018564007128305
2734,2734,24.0,4,10,1,agency,secondary,yes,no,200.0,1,individual,1,buiucani,Chisinau,Doina,central,7.103808042274128
2735,2735,37.0,5,5,1,private,secondary,yes,no,400.0,0,modern,1,centru,Chisinau,Vasile,central,4.693246145072489
2736,2736,27.0,3,11,1,agency,secondary,yes,no,200.0,1,individual,1,centru,Chisinau,Igor,central,4.769583000822252
2737,2737,114.0,1,15,2,private,primary,yes,no,1200.0,0,modern,1,centru,Chisinau,Melestiu,central,1.3829235460311171
2738,2738,30.0,4,5,1,private,secondary,no,no,450.0,0,modern,1,botanica,Chisinau,Pandurilor,central,1.6212629150174749
2739,2739,46.0,1,2,2,private,primary,yes,no,400.0,0,modern,2,buiucani,Chisinau,Zavoiului,central,4.702381718535668
2740,2740,180.0,2,16,2,private,primary,yes,no,1500.0,0,modern,1,rascani,Chisinau,Bogdan,central,3.924482926351163
2741,2741,30.0,4,5,1,private,secondary,no,no,350.0,0,modern,1,botanica,Chisinau,Pandurilor,central,1.6212629150174749
2742,2742,65.0,5,5,2,private,secondary,yes,no,300.0,2,individual,1,centru,Chisinau,Nicolae,central,3.262732774666745
2743,2743,76.0,1,12,2,private,primary,yes,no,600.0,1,modern,2,buiucani,Chisinau,Ion,central,4.860874124520007
2744,2744,50.0,14,14,1,agency,primary,yes,no,500.0,0,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
2745,2745,21.0,1,4,1,private,secondary,no,no,200.0,0,individual,1,botanica,Chisinau,Nikolai,central,3.022515128105024
2746,2746,130.0,2,2,3,private,primary,yes,no,200.0,1,individual,2,veche,Chisinau,8,central,5.553889063950094
2747,2747,46.0,5,13,1,private,primary,no,no,650.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
2748,2748,73.0,3,15,2,private,primary,yes,no,600.0,2,modern,1,centru,Chisinau,Valea,central,3.133096583962342
2749,2749,40.0,2,9,1,private,secondary,no,no,400.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
2750,2750,18.0,4,5,3,private,secondary,no,no,200.0,0,individual,1,botanica,Chisinau,Pandurilor,central,1.6212629150174749
2751,2751,72.0,4,5,2,agency,primary,yes,no,950.0,0,modern,1,centru,Chisinau,Vasile,central,4.693246145072489
2752,2752,165.0,5,8,4,agency,primary,yes,yes,1000.0,2,individual,3,rascani,Chisinau,Alexandru,central,3.2023113943454087
2753,2753,77.0,2,5,3,private,secondary,yes,no,250.0,1,individual,1,vatra,Chisinau,Stefan,periphery,3.2023113943454087
2754,2754,90.0,7,8,2,agency,primary,yes,no,1500.0,0,individual,1,centru,Chisinau,Alessandro,central,2.1094089259840394
2755,2755,60.0,11,16,1,private,primary,yes,no,350.0,0,individual,1,botanica,Chisinau,Grenoble,central,3.68421559143802
2756,2756,64.0,3,4,3,private,secondary,yes,no,500.0,1,modern,1,centru,Chisinau,Armeneasca,central,2.7215158920263494
2757,2757,32.0,4,5,1,private,secondary,no,no,200.0,1,individual,1,telecentru,Chisinau,Grenoble,periphery,3.68421559143802
2758,2758,90.0,5,11,2,agency,primary,yes,no,850.0,0,modern,1,centru,Chisinau,Sfatul,central,3.619904809023734
2759,2759,60.0,8,11,1,agency,primary,no,no,700.0,1,modern,1,centru,Chisinau,Sfatul,central,3.619904809023734
2760,2760,80.0,4,9,2,agency,primary,yes,no,700.0,0,modern,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
2761,2761,70.0,3,10,2,private,primary,yes,yes,720.0,0,modern,1,botanica,Chisinau,Varsovia,central,2.695154416677404
2762,2762,50.0,1,10,1,private,primary,yes,yes,550.0,0,individual,1,centru,Chisinau,Albisoara,central,6.0
2763,2763,65.0,6,9,1,private,primary,yes,no,630.0,1,modern,1,centru,Chisinau,Valea,central,3.133096583962342
2764,2764,42.0,4,16,1,private,secondary,no,no,370.0,1,modern,2,botanica,Chisinau,Nicolae,central,3.262732774666745
2765,2765,47.0,5,8,1,private,primary,yes,no,400.0,0,modern,1,botanica,Chisinau,Grenoble,central,3.68421559143802
2766,2766,90.0,7,8,2,private,primary,yes,no,1500.0,0,individual,1,centru,Chisinau,Alessandro,central,2.1094089259840394
2767,2767,70.0,7,9,1,private,primary,yes,no,750.0,0,individual,1,buiucani,Chisinau,Grigore,central,2.852854131601227
2768,2768,62.0,9,11,2,private,primary,yes,no,800.0,0,individual,1,centru,Chisinau,Avram,central,1.5145945315405118
2769,2769,70.0,7,8,2,agency,secondary,yes,no,450.0,0,individual,1,telecentru,Chisinau,Gheorghe,periphery,1.699888915322141
2770,2770,30.0,4,5,1,private,secondary,no,no,450.0,0,modern,1,botanica,Chisinau,Pandurilor,central,1.6212629150174749
2771,2771,63.0,8,9,2,agency,secondary,yes,no,270.0,1,individual,2,centru,Chisinau,Albisoara,central,6.0
2772,2772,30.0,4,5,1,private,secondary,no,no,350.0,0,modern,1,botanica,Chisinau,Pandurilor,central,1.6212629150174749
2773,2773,18.0,5,9,0,private,secondary,no,no,200.0,0,individual,1,ciocana,Chisinau,Alecu,central,3.7573326342791855
2774,2774,34.0,2,5,1,private,secondary,no,no,270.0,1,individual,1,veche,Chisinau,Constructorilor,central,4.330285956292471
2775,2775,37.0,6,9,1,agency,secondary,yes,no,250.0,1,individual,2,centru,Chisinau,Ismail,central,1.5491726324305075
2776,2776,28.0,6,9,1,private,secondary,no,no,230.0,1,individual,2,rascani,Chisinau,Matei,central,5.046911194929589
2777,2777,60.0,2,10,2,agency,primary,yes,no,600.0,1,individual,1,botanica,Chisinau,Constantin,central,1.3139694193863054
2778,2778,52.0,4,9,2,private,secondary,yes,no,300.0,0,modern,1,centru,Chisinau,Albisoara,central,6.0
2779,2779,52.0,2,9,2,private,secondary,yes,no,200.0,0,individual,1,budesti,Chisinau,Liviu,periphery,8.433322683428162
2780,2780,60.0,9,11,2,private,primary,yes,no,450.0,0,modern,1,centru,Chisinau,Ivan,central,3.76488178074404
2781,2781,35.0,1,2,1,agency,secondary,yes,no,300.0,1,modern,2,centru,Chisinau,Alexandr,central,3.1319178146844364
2782,2782,46.0,8,10,1,private,primary,yes,yes,300.0,1,individual,2,centru,Chisinau,Vasili,central,3.5081191504699207
2783,2783,63.0,12,19,2,agency,primary,yes,no,700.0,1,modern,1,centru,Chisinau,Bogdan,central,3.924482926351163
2784,2784,25.0,4,4,0,private,secondary,yes,yes,1500.0,0,modern,1,centru,Chisinau,Columna,central,4.434859094165724
2785,2785,49.0,4,4,3,private,secondary,yes,no,400.0,0,individual,1,telecentru,Chisinau,Nicolae,periphery,3.262732774666745
2786,2786,90.0,8,13,0,private,primary,no,no,200.0,2,modern,2,botanica,Chisinau,Pictor,central,3.483251315113812
2787,2787,60.0,5,6,2,agency,primary,yes,no,600.0,0,individual,1,centru,Chisinau,Moara,central,3.300931796957092
2788,2788,74.0,9,11,2,private,primary,no,no,650.0,0,individual,2,botanica,Chisinau,Nicolae,central,3.262732774666745
2789,2789,16.0,4,5,0,private,secondary,no,no,200.0,0,individual,1,botanica,Chisinau,Independentei,central,3.473231882894152
2790,2790,15.0,2,9,0,private,secondary,no,no,200.0,0,individual,1,ciocana,Chisinau,Alecu,central,3.7573326342791855
2791,2791,42.0,10,12,1,private,secondary,yes,no,200.0,0,individual,1,stauceni,Chisinau,Unirii,periphery,15.042475728633717
2792,2792,45.0,6,12,1,private,primary,no,no,430.0,1,modern,1,rascani,Chisinau,Calea,central,2.563872447853333
2793,2793,82.0,7,9,2,private,primary,no,no,900.0,2,individual,2,centru,Chisinau,Columna,central,4.434859094165724
2794,2794,50.0,1,1,2,private,primary,no,no,200.0,0,modern,1,veche,Chisinau,Hipodromului,central,4.359326506286961
2795,2795,94.0,4,12,2,private,primary,yes,no,500.0,2,individual,2,ciocana,Chisinau,Nicolae,central,3.262732774666745
2796,2796,59.0,9,10,2,private,secondary,yes,no,260.0,0,individual,2,sculeni,Chisinau,Mesager,periphery,6.253855943068272
2797,2797,78.0,4,14,1,private,primary,yes,no,1500.0,2,individual,2,centru,Chisinau,Columna,central,4.434859094165724
2798,2798,78.0,6,10,2,private,primary,yes,no,700.0,2,individual,1,centru,Chisinau,Nicolae,central,3.262732774666745
2799,2799,35.0,3,4,1,agency,secondary,yes,no,450.0,0,individual,1,centru,Chisinau,Alexandr,central,3.1319178146844364
2800,2800,80.0,3,3,3,private,secondary,no,no,200.0,0,individual,1,rascani,Chisinau,Nicolae,central,3.262732774666745
2801,2801,38.0,5,10,1,agency,secondary,no,no,200.0,1,individual,1,ciocana,Chisinau,Alecu,central,3.7573326342791855
2802,2802,28.0,3,5,1,agency,secondary,no,no,200.0,1,individual,1,centru,Chisinau,Nicolae,central,3.262732774666745
2803,2803,60.0,2,11,1,private,primary,no,no,350.0,0,individual,1,buiucani,Chisinau,Onisifor,central,3.2746566782449595
2804,2804,23.0,1,2,1,agency,secondary,yes,no,200.0,0,individual,1,botanica,Chisinau,Frumusica,central,12.30306807738728
2805,2805,140.0,5,10,3,agency,primary,yes,yes,1500.0,2,individual,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
2806,2806,57.0,9,10,2,agency,primary,yes,yes,1000.0,0,modern,1,botanica,Chisinau,Trandafirilor,central,2.258308061229285
2807,2807,50.0,1,9,2,private,secondary,yes,yes,400.0,0,individual,1,botanica,Chisinau,Independentei,central,3.473231882894152
2808,2808,40.0,4,15,1,private,primary,no,no,450.0,1,modern,1,centru,Chisinau,Nicolae,central,3.262732774666745
2809,2809,50.0,6,10,1,private,primary,yes,no,500.0,0,individual,1,centru,Chisinau,Albisoara,central,6.0
2810,2810,140.0,8,9,4,private,primary,yes,no,999.0,0,individual,1,centru,Chisinau,Lev Tolstoi,central,1.82369710266694
2811,2811,26.0,2,5,1,agency,secondary,no,yes,200.0,1,individual,1,centru,Chisinau,Mitropolit,central,3.022515128105024
2812,2812,50.0,5,5,2,private,secondary,no,no,350.0,1,modern,1,rascani,Chisinau,Bogdan,central,3.924482926351163
2813,2813,80.0,7,1,0,private,primary,no,no,200.0,0,individual,1,centru,Chisinau,Mihai,central,2.6940681841953014
2814,2814,70.0,4,9,2,private,primary,yes,yes,450.0,0,modern,1,rascani,Chisinau,Florilor,central,5.307152411865395
2815,2815,50.0,3,3,2,private,secondary,yes,yes,227.0,1,individual,1,rascani,Chisinau,Tudor,central,3.135450314553256
2816,2816,42.0,10,12,1,private,primary,yes,yes,540.0,1,individual,1,telecentru,Chisinau,Gheorghe,periphery,1.699888915322141
2817,2817,55.0,3,10,2,private,primary,yes,yes,600.0,1,modern,1,centru,Chisinau,Valea,central,3.133096583962342
2818,2818,86.0,3,10,3,private,primary,yes,no,600.0,1,modern,1,durlesti,Chisinau,Nicolae,periphery,3.262732774666745
